symbol,year,layer,field,vlm_value,ref_value,detail,resolution
LOADS,2024,L2.5,total_liabilities,3394543104,4185064.0,summary-vs-audited,
LOADS,2024,L5,current_assets,4985072512,5039253736.0,VLM vs parser,
LOADS,2025,L2.5,total_assets,7569544003,6337586.0,summary-vs-audited,
LOADS,2025,L2.5,total_liabilities,3252236792,3808696.0,summary-vs-audited,
LOTCHEM,2013,L5,current_liabilities,7631018,9474851.0,VLM vs parser,
LOTCHEM,2017,L5,revenue,37034324,10607137.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2018,L2,revenue,57400241,17066375.0,prior-year overlap,
LOTCHEM,2019,L2,net_income,5542330,55121.0,prior-year overlap,
LOTCHEM,2019,L2,revenue,60539754,4410326.0,prior-year overlap,
LOTCHEM,2019,L5,revenue,60539754,16123287.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2020,L2,net_income,2125105,962863.0,prior-year overlap,
LOTCHEM,2020,L2,revenue,38964851,16250364.0,prior-year overlap,
LOTCHEM,2020,L5,net_income,2125105,57994.0,VLM vs parser,
LOTCHEM,2020,L5,revenue,38964851,11712002.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2021,L2,revenue,67164965,29626704.0,prior-year overlap,
LOTCHEM,2021,L5,gross_profit,7581375,2263711.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2021,L5,revenue,67164965,14671880.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2022,L5,gross_profit,17824211,4009988.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2022,L5,net_income,10118471,2614959.0,VLM vs parser,
LOTCHEM,2022,L5,revenue,100265555,20331599.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2023,L2,revenue,81619405,32101958.0,prior-year overlap,
LOTCHEM,2024,L2,revenue,109299177,18670744.0,prior-year overlap,
LOTCHEM,2024,L5,gross_profit,5186497,1683981.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2024,L5,revenue,109299177,32276924.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2025,L5,gross_profit,3075731,1332234.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LOTCHEM,2025,L5,net_income,1118932,661901.0,VLM vs parser,
LOTCHEM,2025,L5,revenue,80906921,21505196.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LPL,2017,L5,current_assets,14580099,15081224.0,VLM vs parser,
LPL,2019,L5,current_liabilities,14708529,14938952.0,VLM vs parser,
LPL,2021,L2.5,revenue,18653788,6095.0,summary-vs-audited,
LPL,2021,L2.5,total_assets,17728471.0,40266.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
LPL,2023,L2,net_income,2707373.0,4577767.0,prior-year overlap,
LPL,2023,L5,current_assets,1804364,18043364.0,VLM vs parser,
LPL,2024,L5,current_liabilities,229558,5490047.0,VLM vs parser,
LPL,2025,L5,current_assets,9843597,10372562.0,VLM vs parser,
LPL,2025,L5,current_liabilities,177136,216181.0,VLM vs parser,
LUCK,2014,L2,revenue,43083169,51412926.0,prior-year overlap,
LUCK,2014,L4,current_assets,19996041.0,32753693.0,vs opendoors,
LUCK,2014,L4,current_liabilities,4484250.0,12725029.0,vs opendoors,
LUCK,2014,L4,net_income,11344403.0,12573764.0,vs opendoors,
LUCK,2014,L4,revenue,43083169,81148219.0,vs opendoors,
LUCK,2014,L4,total_assets,59797916.0,88016062.0,vs opendoors,
LUCK,2014,L5,revenue,43083169,51412926.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2015,L2,revenue,44761307,53919310.0,prior-year overlap,
LUCK,2015,L4,current_assets,27017949,38756987.0,vs opendoors,
LUCK,2015,L4,current_liabilities,7430703,19614707.0,vs opendoors,
LUCK,2015,L4,net_income,12431598,14655243.0,vs opendoors,
LUCK,2015,L4,revenue,44761307,82117802.0,vs opendoors,
LUCK,2015,L4,total_assets,73085865,106464627.0,vs opendoors,
LUCK,2015,L5,current_liabilities,7430703,7561252.0,VLM vs parser,
LUCK,2015,L5,revenue,44761307,53919310.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2016,L2,revenue,45222089,55923115.0,prior-year overlap,
LUCK,2016,L4,current_assets,39407717,51846299.0,vs opendoors,
LUCK,2016,L4,current_liabilities,9630824,22165635.0,vs opendoors,
LUCK,2016,L4,net_income,12944185,15991029.0,vs opendoors,
LUCK,2016,L4,revenue,45222089,82149802.0,vs opendoors,
LUCK,2016,L4,total_assets,85922406,122353880.0,vs opendoors,
LUCK,2016,L5,revenue,45222089,55923115.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2017,L2,revenue,45687043,61601934.0,prior-year overlap,
LUCK,2017,L4,current_assets,46367925,62388625.0,vs opendoors,
LUCK,2017,L4,current_liabilities,10343627,23255900.0,vs opendoors,
LUCK,2017,L4,net_income,13692249,17390634.0,vs opendoors,
LUCK,2017,L4,revenue,45687043,87382525.0,vs opendoors,
LUCK,2017,L4,total_assets,97337365,140989460.0,vs opendoors,
LUCK,2017,L5,revenue,45687043,61601934.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2018,L2,revenue,47541724,67376579.0,prior-year overlap,
LUCK,2018,L4,current_assets,42955677.0,69082977.0,vs opendoors,
LUCK,2018,L4,current_liabilities,15237262.0,32590929.0,vs opendoors,
LUCK,2018,L4,net_income,12197090,16173553.0,vs opendoors,
LUCK,2018,L4,revenue,47541724,97541884.0,vs opendoors,
LUCK,2018,L4,total_assets,108999117.0,165123065.0,vs opendoors,
LUCK,2018,L5,revenue,47541724,67376579.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2019,L2,revenue,48021399,67547938.0,prior-year overlap,
LUCK,2019,L4,current_assets,33378799.0,64735131.0,vs opendoors,
LUCK,2019,L4,current_liabilities,23578050.0,52379233.0,vs opendoors,
LUCK,2019,L4,net_income,10490229,12346955.0,vs opendoors,
LUCK,2019,L4,revenue,48021399,108295645.0,vs opendoors,
LUCK,2019,L4,total_assets,125089214.0,227021287.0,vs opendoors,
LUCK,2019,L5,revenue,48021399,67547938.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2020,L2,revenue,41870796,62302086.0,prior-year overlap,
LUCK,2020,L4,current_assets,28467833,68803107.0,vs opendoors,
LUCK,2020,L4,current_liabilities,28955352,60798706.0,vs opendoors,
LUCK,2020,L4,net_income,3343933,7317207.0,vs opendoors,
LUCK,2020,L4,revenue,41870796,123767589.0,vs opendoors,
LUCK,2020,L4,total_assets,135868474,291886647.0,vs opendoors,
LUCK,2020,L5,revenue,41870796,62302086.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2021,L2,revenue,62940805,88357695.0,prior-year overlap,
LUCK,2021,L5,revenue,62940805,88357695.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2022,L2,revenue,81093525,108600945.0,prior-year overlap,
LUCK,2022,L5,current_assets,140146677,44815691.0,VLM vs parser,
LUCK,2022,L5,revenue,81093525,108600945.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2023,L2,revenue,95832147,125819372.0,prior-year overlap,
LUCK,2023,L5,revenue,95832147,125819372.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2024,L5,revenue,115324942,151808171.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
LUCK,2025,L5,current_liabilities,5864138,58641383.0,VLM vs parser,
MACFL,2017,L5,revenue,1515691745000,1516.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MACFL,2018,L5,current_liabilities,1177400669,1320661126.0,VLM vs parser,
MACFL,2019,L2,total_assets,2496159544.0,2496159.544,prior-year overlap,
MACFL,2019,L3,Eq,652638844.0,905103.068,YoY x721.1,
MACFL,2019,L3,TA,2496159544.0,2232221.015,YoY x1118.2,
MACFL,2020,L3,Eq,1211827.081,652638844.0,YoY x0.0,
MACFL,2020,L3,TA,2973952.445,2496159544.0,YoY x0.0,
MACFL,2024,L2,net_income,257720.0,357062.078,prior-year overlap,
MACFL,2024,L5,current_assets,2536540862,3741977552.0,VLM vs parser,
MARI,2014,L2,net_income,3943303,813475.0,prior-year overlap,
MARI,2019,L2,revenue,59448007,16702.24,prior-year overlap,
MARI,2019,L5,net_income,24327088,5142236.0,VLM vs parser,
MARI,2019,L5,revenue,59448007,27128905.0,VLM vs parser,
MARI,2020,L3,Sales,17848.85,59448007,YoY x0.0,
MARI,2021,L3,Sales,73018271,17848.85,YoY x4090.9,
MARI,2021,L5,revenue,73018271,20372.56,VLM vs parser,
MARI,2022,L2,revenue,95134477,108969625.0,prior-year overlap,
MARI,2022,L5,current_assets,85950046,87157155.0,VLM vs parser,
MARI,2023,L5,revenue,145769907,163156446.0,VLM vs parser,
MCB,2014,L3,Sales,77268988,1120157000.0,YoY x0.1,
MCB,2015,L3,Sales,1362188,77268988,YoY x0.0,
MCB,2016,L3,Sales,59335147,1362188,YoY x43.6,
MCB,2017,L2,total_assets,1373430450,24487173.0,prior-year overlap,
MCB,2017,L2,total_liabilities,1216887369,24487173.0,prior-year overlap,
MCB,2018,L5,total_assets,1585210007,1041622178.0,VLM vs parser,
MCB,2018,L5,total_liabilities,1433887128,1041622178.0,VLM vs parser,
MCBAH,2018,L5,current_liabilities,681191767,626354581.0,VLM vs parser,
MDTL,2015,L3,Eq,-20875.846,,negative equity,
MDTL,2015,L3,Eq,-20875.846,193476.711,YoY x-0.1,
MDTL,2019,L3,Eq,-741600.502,,negative equity,
MDTL,2020,L3,Eq,-844831.636,,negative equity,
MDTL,2021,L3,Eq,-958249.26,,negative equity,
MDTL,2022,L2.5,total_assets,417996336,50001.324,summary-vs-audited,
MDTL,2023,L3,Eq,-1051505.578,,negative equity,
MDTL,2024,L3,Eq,-1053964.931,,negative equity,
MEHT,2021,L5,current_liabilities,10652,10652279104.0,VLM vs parser,
MERIT,2021,L5,current_assets,1765082951,1792053049.0,VLM vs parser,
MERIT,2024,L5,current_liabilities,2071023922,2099925223.0,VLM vs parser,
MERIT,2025,L5,current_assets,2022589454,2516929954.0,VLM vs parser,
MFFL,2019,L3,Sales,1987552095.0,1628007.964,YoY x1220.8,
MFFL,2019,L3,TA,1343493757,1493308.822,YoY x899.7,
MFFL,2019,L5,current_liabilities,1082926111,1104259444.0,VLM vs parser,
MFFL,2020,L3,Eq,74309.777,126444569,YoY x0.0,
MFFL,2020,L3,Sales,2112492.576,1987552095.0,YoY x0.0,
MFFL,2020,L3,TA,1380619.277,1343493757,YoY x0.0,
MFL,2018,L5,current_assets,6835696,17409107029.0,VLM vs parser,
MIRKS,2013,L2,net_income,141178,139528.0,prior-year overlap,
MIRKS,2016,L5,current_liabilities,146546,1465464.0,VLM vs parser,
MODAM,2013,L5,current_assets,84787301,290.82,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2013,L5,current_liabilities,32235390,48.27,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2013,L5,total_assets,239313619,309.15,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2013,L5,total_equity,179294042,239.39,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2013,L5,total_liabilities,60019577,309.16,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2014,L3,Sales,17473.833,100243.463,YoY x0.2,
MODAM,2014,L5,current_assets,86515632,139.34,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2014,L5,current_liabilities,34439392,36.62,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2014,L5,total_assets,205944546,262.88,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2014,L5,total_equity,153942634,211.96,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2014,L5,total_liabilities,52001912,262.89,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2015,L5,current_assets,49966592,156.84000000000003,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2015,L5,current_liabilities,34777221,39.35,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2015,L5,total_assets,205711953,248.85,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2015,L5,total_equity,158766707,199.04,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2015,L5,total_liabilities,46945246,248.85,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2016,L5,current_assets,44831806,142.68,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2016,L5,current_liabilities,33157966,23.56,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2016,L5,total_assets,219339358,213.05,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2016,L5,total_equity,159540975,178.89,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2016,L5,total_liabilities,59798383,213.05,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2017,L5,current_assets,66401793,156.8,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2017,L5,current_liabilities,26317559,28.03,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2017,L5,total_assets,196283707,227.12,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2017,L5,total_equity,162377548,176.2,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2017,L5,total_liabilities,33906159,227.12,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2018,L5,current_assets,101047999,171.94,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2018,L5,current_liabilities,26896514,26.28,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2018,L5,total_assets,195609973,239.31,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2018,L5,total_equity,168478662,179.29,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2018,L5,total_liabilities,27131311,239.31,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2019,L5,current_assets,103785738,175.39999999999998,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2019,L5,current_liabilities,27686174,34.49,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2019,L5,total_assets,261085852,205.94,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2019,L5,total_equity,233299678,153.94,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2019,L5,total_liabilities,27786174,205.94,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2020,L5,current_assets,123008079,102.3,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2020,L5,current_liabilities,23455883,34.77,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2020,L5,total_assets,272315552,205.71,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2020,L5,total_equity,248759669,158.77,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2020,L5,total_liabilities,23555883,205.71,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MODAM,2021,L1,Sales-COGS=GP,33785837,8484127,,
MODAM,2021,L5,total_assets,289391940,205.71,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MQTM,2014,L2.5,total_equity,1303284306,523943654.0,summary-vs-audited,
MQTM,2014,L3,Sales,4928430.523,554.284,YoY x8891.5,
MQTM,2015,L2.5,total_equity,1243725916,493539979.0,summary-vs-audited,
MQTM,2015,L5,current_assets,1144603808,1164603808.0,VLM vs parser,
MQTM,2016,L2.5,total_equity,1186094076,462787632.0,summary-vs-audited,
MQTM,2017,L2.5,total_equity,1235843256,530868151.0,summary-vs-audited,
MQTM,2021,L2.5,total_assets,5476686339,476686339.0,summary-vs-audited,
MQTM,2021,L2.5,total_equity,2111015847,111015847.0,summary-vs-audited,
MQTM,2022,L2.5,total_assets,8010322016,10322016.0,summary-vs-audited,
MQTM,2022,L2.5,total_equity,2883279606,883279606.0,summary-vs-audited,
MQTM,2023,L2.5,total_assets,8501667587,501667587.0,summary-vs-audited,
MQTM,2023,L2.5,total_equity,2628877326,628877326.0,summary-vs-audited,
MQTM,2024,L2.5,total_assets,9166545377,88666562.0,summary-vs-audited,
MQTM,2024,L2.5,total_equity,2389476125,372775046.0,summary-vs-audited,
MQTM,2024,L5,current_assets,3921404046,3843525231.0,VLM vs parser,
MQTM,2025,L2.5,total_assets,9017497835.0,17497835.0,summary-vs-audited,
MRNS,2015,L2,cash,33192.734,45554.037,prior-year overlap,
MRNS,2015,L2,total_assets,3414282.396,4886914.633,prior-year overlap,
MRNS,2015,L3,Eq,1652247.45,1652247.45,exact repeat,
MRNS,2015,L3,Sales,6498217.061,6498217.061,exact repeat,
MRNS,2015,L3,TA,3414282.396,3414282.396,exact repeat,
MRNS,2019,L5,current_liabilities,3410036,3400262822.0,VLM vs parser,
MRNS,2022,L5,current_assets,2721409121,2767758155.0,VLM vs parser,
MRNS,2023,L5,cash,46795976,46.8,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2023,L5,current_assets,2332685657,66310.89,VLM vs parser,
MRNS,2023,L5,current_liabilities,1456324591,3654.0600000000004,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2023,L5,inventory,592614705,1553.31,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2023,L5,total_assets,6603490128,6603.49,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2024,L5,cash,88406886,88.41,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2024,L5,current_assets,4188425124,67269.42,VLM vs parser,
MRNS,2024,L5,current_liabilities,3978359117,3878.36,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2024,L5,inventory,2599018609,2599.02,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MRNS,2024,L5,total_assets,7804259558,7804.26,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
MTL,2019,L5,current_assets,7964021,15233676.0,VLM vs parser,
MTL,2021,L5,current_assets,17481439,18260416.0,VLM vs parser,
MUBT,2014,L3,Eq,-32940.13,,negative equity,
MUBT,2015,L3,Eq,-41221.007,,negative equity,
MUBT,2021,L3,Eq,219706.834,82.883,YoY x2650.8,
MUBT,2021,L3,TA,271366.665,154.956,YoY x1751.2,
MUGHAL,2020,L2,net_income,592872.065,592872065.0,prior-year overlap,
MUGHAL,2023,L2,revenue,67390171,76492908.151,prior-year overlap,
MUGHAL,2023,L3,Eq,25372435946,20847078.239,YoY x1217.1,
MUGHAL,2023,L3,TA,59831987478,53085459.743,YoY x1127.1,
MUGHAL,2023,L5,gross_profit,9671028,9671027890.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
MUGHAL,2023,L5,net_income,3480485,3480484791.0,VLM vs parser,
MUGHAL,2024,L3,Eq,26135490.61,25372435946,YoY x0.0,
MUGHAL,2024,L3,TA,69077171.486,59831987478,YoY x0.0,
NAGC,2018,L3,Eq,1866873.628,1866873.628,exact repeat,
NAGC,2018,L3,TA,4931736.484,4931736.484,exact repeat,
NATF,2014,L5,current_liabilities,2629876,-3550.0,VLM vs parser,parser value is a year token / index junk; VLM audited value accepted
NATF,2016,L5,current_liabilities,3996913,14571140.0,VLM vs parser,
NATF,2017,L5,current_liabilities,4449639,4543116.0,VLM vs parser,
NATF,2020,L5,current_liabilities,552878,5528802.0,VLM vs parser,
NATF,2023,L5,current_assets,15140644,30281288.0,VLM vs parser,
NBP,2023,L3,Eq,9860261,310300232,YoY x0.0,
NBP,2023,L3,TA,140160540,5251765894,YoY x0.0,
NCL,2019,L2.5,total_assets,43507943454,29570763.0,summary-vs-audited,
NCL,2020,L2.5,total_assets,47750603577,30950706.0,summary-vs-audited,
NCL,2021,L2.5,total_assets,51770042062,33095473.0,summary-vs-audited,
NCL,2022,L2.5,total_assets,59435634100,36082588.0,summary-vs-audited,
NCL,2022,L5,current_assets,34326118986,36480835203.0,VLM vs parser,
NCL,2023,L5,current_assets,45502505995,47378364195.0,VLM vs parser,
NCML,2014,L3,Eq,-245492.145,,negative equity,
NCML,2015,L3,Eq,-85212.841,,negative equity,
NCML,2018,L3,Eq,-11422.481,,negative equity,
NCML,2023,L1,Sales-COGS=GP,313786,-5686214,,
NCML,2023,L1,TA=TL+Eq,396070690,391070690,,
NCPL,2013,L5,current_liabilities,3523761066,4703288205.0,VLM vs parser,
NCPL,2015,L2.5,revenue,22574562189.0,20353055242.0,summary-vs-audited,
NCPL,2015,L2.5,total_assets,24247148900,24814820238.0,summary-vs-audited,
NCPL,2016,L2.5,revenue,13853806315.0,20353055242.0,summary-vs-audited,
NCPL,2016,L2.5,total_assets,21680893620,24814820238.0,summary-vs-audited,
NCPL,2017,L2.5,revenue,16147843,21585392.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
NCPL,2017,L2.5,total_assets,23813655,28588098.0,summary-vs-audited,
NCPL,2018,L5,current_liabilities,10849987,11199987.0,VLM vs parser,
NCPL,2019,L5,net_income,34165,3416558.0,VLM vs parser,
NCPL,2021,L2.5,revenue,11643446,13854.0,summary-vs-audited,
NCPL,2021,L2.5,total_assets,33095473,21681.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
NCPL,2022,L2.5,revenue,25415977,16148.0,summary-vs-audited,
NCPL,2022,L2.5,total_assets,36082588,23814.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
NCPL,2023,L2,net_income,2503733.0,3956563.0,prior-year overlap,
NCPL,2023,L2.5,revenue,18220811,16594.0,summary-vs-audited,
NCPL,2023,L2.5,total_assets,27787219,26406.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
NCPL,2024,L2.5,revenue,15215087,15021.0,summary-vs-audited,
NCPL,2024,L2.5,total_assets,31986689,29571.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
NCPL,2025,L2.5,revenue,5566149,13023.0,summary-vs-audited,
NCPL,2025,L2.5,total_assets,24332254,30951.0,summary-vs-audited,parser summary misaligned (known bug); audited value confirmed: VLM==parser
NESTLE,2013,L5,current_liabilities,18000989,21900989.0,VLM vs parser,
NESTLE,2015,L5,current_assets,18029598,18261145.0,VLM vs parser,
NESTLE,2016,L5,current_liabilities,330273,34075097.0,VLM vs parser,
NESTLE,2024,L5,current_liabilities,57160390,64796967.0,VLM vs parser,
NESTLE,2025,L5,current_assets,55897826,56609659.0,VLM vs parser,
NETSOL,2021,L5,current_assets,2438965,7142340.0,VLM vs parser,
NETSOL,2024,L5,current_assets,1828951,12543285.0,VLM vs parser,
NICL,2016,L2.5,revenue,5011268584.0,5011.0,summary-vs-audited,
NICL,2016,L2.5,total_assets,4029141648,4029.0,summary-vs-audited,
NICL,2018,L2.5,net_income,695535127.0,696.0,summary-vs-audited,
NICL,2018,L2.5,revenue,12154312383.0,12154.0,summary-vs-audited,
NICL,2018,L2.5,total_assets,7588383208,7588.0,summary-vs-audited,
NICL,2019,L2.5,net_income,810096972.0,810.0,summary-vs-audited,
NICL,2019,L2.5,total_assets,8514028265,8514.0,summary-vs-audited,
NICL,2020,L2.5,net_income,926477265.0,926.0,summary-vs-audited,
NICL,2020,L2.5,total_assets,10848594059,10849.0,summary-vs-audited,
NICL,2021,L2.5,net_income,1694429292.0,926.0,summary-vs-audited,
NICL,2021,L2.5,total_assets,16268986203,10849.0,summary-vs-audited,
NICL,2022,L2.5,net_income,1595630354.0,1694.0,summary-vs-audited,
NICL,2022,L2.5,total_assets,30128449637,16269.0,summary-vs-audited,
NICL,2023,L2.5,net_income,1837650319.0,1972.0,summary-vs-audited,
NICL,2023,L2.5,total_assets,31421656814.0,35365.0,summary-vs-audited,
NICL,2024,L2.5,total_assets,31286504216,31425.0,summary-vs-audited,
NICL,2025,L2.5,net_income,2022683881.0,1003.0,summary-vs-audited,
NICL,2025,L2.5,total_assets,33311141513,31290.0,summary-vs-audited,
NML,2019,L5,current_assets,35797260,38378780.0,VLM vs parser,
NONS,2016,L3,TA,1553327,1553327,exact repeat,
NONS,2020,L5,cost_of_sales,-5178147,-4283377.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NONS,2020,L5,net_income,256060,225317.0,VLM vs parser,
NONS,2020,L5,revenue,6138166,4590372.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NONS,2022,L2,revenue,11965974,4233578.0,prior-year overlap,
NONS,2023,L5,cost_of_sales,-7383505,-5542953.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NONS,2023,L5,revenue,9280031,6007905.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NPL,2023,L1,Sales-COGS=GP,-16188676,4573324,,
NPL,2023,L3,Sales,2306964,23684340,YoY x0.1,
NPL,2023,L5,current_assets,22800303,28534014.0,VLM vs parser,
NPL,2023,L5,current_liabilities,1498601,6023450.0,VLM vs parser,
NPL,2024,L3,Sales,22505489,2306964,YoY x9.8,
NRL,2014,L2,revenue,207403258,249769259.0,prior-year overlap,
NRL,2014,L5,revenue,207403258,249769259.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NRL,2015,L2,revenue,148456509,188935328.0,prior-year overlap,
NRL,2015,L5,revenue,148456509,188935328.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NRL,2016,L1,Sales-COGS=GP,58549449.0,11043086.0,,
NRL,2016,L1,TA=TL+Eq,38541725,53745725,,
NRL,2016,L2,cash,135164,11870898.0,prior-year overlap,
NRL,2016,L2,total_assets,38541725,53660531.0,prior-year overlap,
NRL,2016,L2,total_liabilities,16026085,16838088.0,prior-year overlap,
NRL,2016,L5,cash,135164,11870898.0,VLM vs parser,
NRL,2016,L5,current_assets,13473876,30080130.0,VLM vs parser,
NRL,2016,L5,current_liabilities,15101620,16240546.0,VLM vs parser,
NRL,2016,L5,inventory,11553503,11252503.0,VLM vs parser,
NRL,2016,L5,total_assets,38541725,53660531.0,VLM vs parser,
NRL,2016,L5,total_liabilities,16026085,16838088.0,VLM vs parser,
NRL,2017,L2,revenue,107447444,150625769.0,prior-year overlap,
NRL,2017,L5,revenue,107447444,150625769.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NRL,2018,L5,revenue,136984940,184216252.0,VLM vs parser,VLM PL identity holds (Sales-|COGS|=GP); parser read a note/segment line
NRL,2023,L1,Sales-COGS=GP,66988124,13196686,,
NRSL,2017,L2.5,revenue,2668804664.0,2669.0,summary-vs-audited,
NRSL,2017,L2.5,total_assets,2106349457.0,2106.0,summary-vs-audited,
NRSL,2018,L2.5,revenue,3580118885.0,3580.0,summary-vs-audited,
